weather_date,zip_code,city,state,precipitation_mm,max_wind_kmh,max_temp_c,min_temp_c,weather_code,severity
01/01/2026,43215,Columbus,OH,1.2,51.5,1,-12,73,moderate
01/01/2026,46204,Indianapolis,IN,0.5,38.9,1.4,-5.5,71,calm
01/01/2026,60601,Chicago,IL,0.4,41.4,-7,-11.8,71,moderate
02/01/2026,43215,Columbus,OH,0,22.3,-2.8,-7.2,3,calm
02/01/2026,46204,Indianapolis,IN,0,22,-1.9,-6.2,3,calm
02/01/2026,60601,Chicago,IL,0,31,-5.8,-8.6,3,calm
03/01/2026,43215,Columbus,OH,0,15.1,-2.6,-7.7,3,calm
03/01/2026,46204,Indianapolis,IN,0,22.3,-0.1,-4.7,3,calm
03/01/2026,60601,Chicago,IL,0,19.8,-4,-8.6,3,calm
04/01/2026,43215,Columbus,OH,0,15.8,0.2,-3.7,3,calm
04/01/2026,46204,Indianapolis,IN,0,23,1.6,-2.5,3,calm
04/01/2026,60601,Chicago,IL,0,34.9,-0.6,-5.7,3,calm
05/01/2026,43215,Columbus,OH,0,26.6,8.6,-3.5,3,calm
05/01/2026,46204,Indianapolis,IN,0,30.2,8.9,-0.4,3,calm
05/01/2026,60601,Chicago,IL,0,38.2,5.8,-0.3,3,calm
06/01/2026,43215,Columbus,OH,1.9,37.8,10.4,0.2,55,calm
06/01/2026,46204,Indianapolis,IN,0.1,48.6,10.8,5,51,moderate
06/01/2026,60601,Chicago,IL,1.3,31.7,6.8,2.3,53,calm
07/01/2026,43215,Columbus,OH,0.1,30.6,8.4,1.2,51,calm
07/01/2026,46204,Indianapolis,IN,0,24.1,9.6,4.3,3,calm
07/01/2026,60601,Chicago,IL,0,33.1,5.1,1.6,3,calm
08/01/2026,43215,Columbus,OH,0.1,41.8,12.6,-0.7,51,moderate
08/01/2026,46204,Indianapolis,IN,0.3,63,16.8,3.7,51,severe
08/01/2026,60601,Chicago,IL,17,89.3,15.4,4.3,65,severe
09/01/2026,43215,Columbus,OH,4,64.1,17.5,4.2,63,severe
09/01/2026,46204,Indianapolis,IN,9.7,73.8,16.5,4.4,63,severe
09/01/2026,60601,Chicago,IL,0.1,72,15.6,3.8,51,severe
10/01/2026,43215,Columbus,OH,3.1,42.5,10.1,1.5,53,moderate
10/01/2026,46204,Indianapolis,IN,0.3,49.7,5.6,0.5,51,moderate
10/01/2026,60601,Chicago,IL,6.4,47.5,3.3,-1.9,73,moderate
11/01/2026,43215,Columbus,OH,0.8,56.5,1.2,-2.7,73,moderate
11/01/2026,46204,Indianapolis,IN,0.6,56.9,1.2,-5.2,71,moderate
11/01/2026,60601,Chicago,IL,0.2,56.9,0.9,-5.1,71,moderate
12/01/2026,43215,Columbus,OH,0,37.8,2.8,-3.8,3,calm
12/01/2026,46204,Indianapolis,IN,0,32.8,4.6,-5.2,3,calm
12/01/2026,60601,Chicago,IL,0,42.1,4,-3.3,3,moderate
13/01/2026,43215,Columbus,OH,0,46.8,8.9,-0.8,3,moderate
13/01/2026,46204,Indianapolis,IN,0,45,9.1,0.5,3,moderate
13/01/2026,60601,Chicago,IL,0.8,52.6,9.6,1.1,53,moderate
14/01/2026,43215,Columbus,OH,3.3,57.2,8.8,-4.7,71,moderate
14/01/2026,46204,Indianapolis,IN,0.8,61.6,7.4,-6.9,71,severe
14/01/2026,60601,Chicago,IL,4.4,85.3,5,-7.3,75,severe
15/01/2026,43215,Columbus,OH,0.7,47.5,-5.1,-9.4,71,moderate
15/01/2026,46204,Indianapolis,IN,0,40.7,-4.1,-8.4,3,moderate
15/01/2026,60601,Chicago,IL,0.4,56.2,-5.6,-10.1,73,moderate
16/01/2026,43215,Columbus,OH,0.4,34.6,1.3,-8.9,71,calm
16/01/2026,46204,Indianapolis,IN,1.2,48.6,2.8,-6.6,73,moderate
16/01/2026,60601,Chicago,IL,2,50.8,1.9,-5.4,73,moderate
17/01/2026,43215,Columbus,OH,1.3,43.6,0.9,-5.9,73,moderate
17/01/2026,46204,Indianapolis,IN,2.9,41.8,0.5,-9.1,75,moderate
17/01/2026,60601,Chicago,IL,0.1,52.9,-4.3,-11.1,71,moderate
18/01/2026,43215,Columbus,OH,0.3,29.9,-5.8,-9.4,71,calm
18/01/2026,46204,Indianapolis,IN,0.8,38.2,-5.7,-11.4,73,calm
18/01/2026,60601,Chicago,IL,1,41,-7.6,-13.2,71,moderate
19/01/2026,43215,Columbus,OH,1.1,55.8,-4.6,-13.2,73,moderate
19/01/2026,46204,Indianapolis,IN,0,58,-4.3,-12.3,3,moderate
19/01/2026,60601,Chicago,IL,1.4,61.2,-7.3,-17.6,73,severe
20/01/2026,43215,Columbus,OH,0,36.7,-6.6,-14.2,3,calm
20/01/2026,46204,Indianapolis,IN,0,30.2,-3.7,-14.1,3,calm
20/01/2026,60601,Chicago,IL,0,33.5,-6.4,-16.8,3,extreme_cold
21/01/2026,43215,Columbus,OH,0.3,55.8,3.7,-9.1,71,moderate
21/01/2026,46204,Indianapolis,IN,0,64.4,7.3,-4.8,3,severe
21/01/2026,60601,Chicago,IL,2,50,-1.1,-6.2,73,moderate
22/01/2026,43215,Columbus,OH,0.1,47.5,2.3,-3.3,51,moderate
22/01/2026,46204,Indianapolis,IN,0,52.9,2.6,-6.6,3,moderate
22/01/2026,60601,Chicago,IL,0.1,66.6,-2.1,-10.6,71,severe
23/01/2026,43215,Columbus,OH,0,43.2,-2.8,-14.6,3,moderate
23/01/2026,46204,Indianapolis,IN,0,38.2,-3.8,-16.5,3,extreme_cold
23/01/2026,60601,Chicago,IL,0,54,-12.9,-23,3,extreme_cold
24/01/2026,43215,Columbus,OH,1,31,-10.1,-15.8,71,extreme_cold
24/01/2026,46204,Indianapolis,IN,3.3,34.2,-11.1,-16.8,73,extreme_cold
24/01/2026,60601,Chicago,IL,2.3,28.8,-12,-22.6,73,extreme_cold
25/01/2026,43215,Columbus,OH,26.5,36.7,-7.7,-11.4,75,severe
25/01/2026,46204,Indianapolis,IN,25.3,37.1,-10.5,-13.8,75,severe
25/01/2026,60601,Chicago,IL,5.5,47.5,-7.1,-14.6,73,moderate
26/01/2026,43215,Columbus,OH,0.1,37.4,-10.2,-18.4,71,extreme_cold
26/01/2026,46204,Indianapolis,IN,0,32.4,-10.8,-18.8,3,extreme_cold
26/01/2026,60601,Chicago,IL,0,49.3,-14.1,-18.2,3,extreme_cold
27/01/2026,43215,Columbus,OH,0,45.4,-8,-18.9,3,extreme_cold
27/01/2026,46204,Indianapolis,IN,0,45.4,-7.4,-17.8,1,extreme_cold
27/01/2026,60601,Chicago,IL,0,51.1,-9.6,-15.1,3,extreme_cold
28/01/2026,43215,Columbus,OH,0,27.7,-12.6,-23.8,3,extreme_cold
28/01/2026,46204,Indianapolis,IN,0,31.3,-10.2,-22.7,3,extreme_cold
28/01/2026,60601,Chicago,IL,0,42.5,-9.8,-17.4,1,extreme_cold
29/01/2026,43215,Columbus,OH,0,18,-12.1,-19.8,3,extreme_cold
29/01/2026,46204,Indianapolis,IN,0,18,-11.2,-21.4,3,extreme_cold
29/01/2026,60601,Chicago,IL,0,25.9,-10.4,-17,3,extreme_cold
30/01/2026,43215,Columbus,OH,0,14.8,-9.4,-20.2,3,extreme_cold
30/01/2026,46204,Indianapolis,IN,0,22,-9.3,-20.8,3,extreme_cold
30/01/2026,60601,Chicago,IL,2.5,40.3,-6.4,-14.4,73,moderate
31/01/2026,43215,Columbus,OH,0,29.5,-10.1,-27.1,3,extreme_cold
31/01/2026,46204,Indianapolis,IN,0.4,38.2,-8.5,-17.4,71,extreme_cold
31/01/2026,60601,Chicago,IL,3,45.4,-3.7,-11.9,73,moderate
01/02/2026,43215,Columbus,OH,0,24.1,-8.4,-16.9,3,extreme_cold
01/02/2026,46204,Indianapolis,IN,0,20.2,-7,-23.1,3,extreme_cold
01/02/2026,60601,Chicago,IL,0,32,-3.9,-11.6,3,calm
02/02/2026,43215,Columbus,OH,0.1,21.6,-4,-21.8,71,extreme_cold
02/02/2026,46204,Indianapolis,IN,0.2,32.4,-1.4,-10.6,71,calm
02/02/2026,60601,Chicago,IL,0.3,31.7,-2.5,-5.8,71,calm
03/02/2026,43215,Columbus,OH,0,16.6,-1,-6.7,3,calm
03/02/2026,46204,Indianapolis,IN,0.8,24.1,-0.9,-6.9,71,calm
03/02/2026,60601,Chicago,IL,0,31.7,-2.3,-8.2,3,calm
04/02/2026,43215,Columbus,OH,0,25.6,-5.2,-11.6,3,calm
04/02/2026,46204,Indianapolis,IN,0,27,-4.7,-14.3,3,calm
04/02/2026,60601,Chicago,IL,0,40.3,-3.2,-8.8,3,moderate
05/02/2026,43215,Columbus,OH,0,17.3,-7.9,-19.1,3,extreme_cold
05/02/2026,46204,Indianapolis,IN,0.2,27,-5.9,-15.2,71,extreme_cold
05/02/2026,60601,Chicago,IL,0.6,34.9,-2.2,-11.1,71,calm
06/02/2026,43215,Columbus,OH,3.5,53.6,-0.3,-8.2,73,moderate
06/02/2026,46204,Indianapolis,IN,2,48.2,1.1,-6.4,73,moderate
06/02/2026,60601,Chicago,IL,3.4,49.7,2,-4.4,75,moderate
07/02/2026,43215,Columbus,OH,0,51.1,-8.2,-16.9,3,extreme_cold
07/02/2026,46204,Indianapolis,IN,0,37.4,-3.4,-12.8,3,calm
07/02/2026,60601,Chicago,IL,0.1,45,-5.2,-10.9,71,moderate
08/02/2026,43215,Columbus,OH,0.3,16.2,-6,-18,71,extreme_cold
08/02/2026,46204,Indianapolis,IN,0,27.7,-3.9,-9.2,3,calm
08/02/2026,60601,Chicago,IL,0.8,33.5,-2.9,-5.3,73,calm
09/02/2026,43215,Columbus,OH,0,18,-2,-13.8,3,calm
09/02/2026,46204,Indianapolis,IN,0,27.4,0.9,-7.3,3,calm
09/02/2026,60601,Chicago,IL,0,36.7,2,-7.1,3,calm
10/02/2026,43215,Columbus,OH,0,33.1,6.1,-6.6,3,calm
10/02/2026,46204,Indianapolis,IN,0,30.2,13.4,-0.6,3,calm
10/02/2026,60601,Chicago,IL,0,43.6,7.8,0.9,3,moderate
11/02/2026,43215,Columbus,OH,0,42.5,1.9,-2.2,3,moderate
11/02/2026,46204,Indianapolis,IN,0,33.5,4.4,-3,2,calm
11/02/2026,60601,Chicago,IL,0,31,4.8,-2.8,3,calm
12/02/2026,43215,Columbus,OH,0,32.8,1.6,-6.2,3,calm
12/02/2026,46204,Indianapolis,IN,0,18,5,-5.4,3,calm
12/02/2026,60601,Chicago,IL,0,16.9,2.2,-2.8,3,calm
13/02/2026,43215,Columbus,OH,0,21.2,4,-9,0,calm
13/02/2026,46204,Indianapolis,IN,0,22.7,9.8,-4,3,calm
13/02/2026,60601,Chicago,IL,0,34.6,10.8,-2.8,1,calm
14/02/2026,43215,Columbus,OH,0,20.9,9.5,-2.8,3,calm
14/02/2026,46204,Indianapolis,IN,4.6,19.1,8.8,0.3,61,calm
14/02/2026,60601,Chicago,IL,0,26.3,9.1,-0.9,3,calm
15/02/2026,43215,Columbus,OH,11.4,19.4,9.6,1.9,61,moderate
15/02/2026,46204,Indianapolis,IN,10.6,24.5,9.9,3.7,63,moderate
15/02/2026,60601,Chicago,IL,0,23,13.4,0.6,3,calm
16/02/2026,43215,Columbus,OH,0,33.8,8.6,-0.9,3,calm
16/02/2026,46204,Indianapolis,IN,0,34.2,13.9,-0.2,3,calm
16/02/2026,60601,Chicago,IL,0,42.5,16.5,2.2,3,moderate
17/02/2026,43215,Columbus,OH,0,20.9,12.1,-1.5,3,calm
17/02/2026,46204,Indianapolis,IN,0,36,13,3.3,3,calm
17/02/2026,60601,Chicago,IL,4.2,39.6,10.9,4.9,61,calm
18/02/2026,43215,Columbus,OH,1.1,50,18.5,7.1,53,moderate
18/02/2026,46204,Indianapolis,IN,1.9,56.5,19.4,10.1,53,moderate
18/02/2026,60601,Chicago,IL,1.9,48.6,15.8,8.1,53,moderate
19/02/2026,43215,Columbus,OH,4.1,31.3,16.4,8.5,63,calm
19/02/2026,46204,Indianapolis,IN,9.3,36.4,16.4,9.6,63,calm
19/02/2026,60601,Chicago,IL,0.2,29.5,13.8,2.8,51,calm
20/02/2026,43215,Columbus,OH,17.1,74.2,12.2,1.6,65,severe
20/02/2026,46204,Indianapolis,IN,5.4,71.6,12.6,0,63,severe
20/02/2026,60601,Chicago,IL,3.9,76.7,7.2,-2.5,71,severe
21/02/2026,43215,Columbus,OH,0.2,28.8,4.9,-1.5,71,calm
21/02/2026,46204,Indianapolis,IN,0.2,29.9,1.1,-3.9,71,calm
21/02/2026,60601,Chicago,IL,0.5,37.1,-0.9,-3.3,71,calm
22/02/2026,43215,Columbus,OH,2.3,48.2,-0.1,-3,73,moderate
22/02/2026,46204,Indianapolis,IN,1.2,48.2,-1.9,-5,71,moderate
22/02/2026,60601,Chicago,IL,0.6,49,-2.5,-6.2,71,moderate
23/02/2026,43215,Columbus,OH,1,51.5,-1.8,-4.2,71,moderate
23/02/2026,46204,Indianapolis,IN,0,55.4,-1.7,-7.2,3,moderate
23/02/2026,60601,Chicago,IL,0,51.5,-2.5,-6.7,3,moderate
24/02/2026,43215,Columbus,OH,0,44.3,2.2,-6.8,3,moderate
24/02/2026,46204,Indianapolis,IN,0,51.5,4.8,-8.1,3,moderate
24/02/2026,60601,Chicago,IL,0.1,51.8,2.8,-7.4,71,moderate
25/02/2026,43215,Columbus,OH,1.1,49.3,10.1,-0.2,51,moderate
25/02/2026,46204,Indianapolis,IN,0.1,50.8,9.8,2,51,moderate
25/02/2026,60601,Chicago,IL,0,42.1,2.2,-2,3,moderate
26/02/2026,43215,Columbus,OH,0,20.5,6.6,-2.2,3,calm
26/02/2026,46204,Indianapolis,IN,0.1,22.3,8.2,-1.2,71,calm
26/02/2026,60601,Chicago,IL,0,24.1,4.6,-4.8,3,calm
27/02/2026,43215,Columbus,OH,0,37.8,13.6,-0.9,3,calm
27/02/2026,46204,Indianapolis,IN,0,39.6,15.7,1.8,3,calm
27/02/2026,60601,Chicago,IL,0,37.4,15.4,-1,3,calm
28/02/2026,43215,Columbus,OH,0,32.4,14.3,3.5,3,calm
28/02/2026,46204,Indianapolis,IN,0,41.4,14.1,2.5,3,moderate
28/02/2026,60601,Chicago,IL,0,55.4,7.3,-2.2,3,moderate
01/03/2026,43215,Columbus,OH,0,40,3.2,-3.8,3,calm
01/03/2026,46204,Indianapolis,IN,0,40,3.5,-2.2,3,calm
01/03/2026,60601,Chicago,IL,0,43.9,-1.4,-3.3,3,moderate
02/03/2026,43215,Columbus,OH,2.9,25.2,1,-4.4,73,calm
02/03/2026,46204,Indianapolis,IN,4.9,36.7,2.3,-3.2,75,calm
02/03/2026,60601,Chicago,IL,0,29.9,3,-3.6,3,calm
03/03/2026,43215,Columbus,OH,15.8,26.6,9.5,0.9,61,moderate
03/03/2026,46204,Indianapolis,IN,30.7,29.5,8.1,2,63,severe
03/03/2026,60601,Chicago,IL,0.3,22,3,-0.1,51,calm
04/03/2026,43215,Columbus,OH,8,16.9,13.6,6.3,63,calm
04/03/2026,46204,Indianapolis,IN,12.6,27.4,14.7,6.1,63,moderate
04/03/2026,60601,Chicago,IL,2.8,23.8,4.2,-0.2,55,calm
05/03/2026,43215,Columbus,OH,20.2,41.8,17.7,10.4,63,moderate
05/03/2026,46204,Indianapolis,IN,14.4,40,17.2,12.2,63,moderate
05/03/2026,60601,Chicago,IL,1,18.4,7.9,3.4,53,calm
06/03/2026,43215,Columbus,OH,1.2,37.4,23.3,11.4,53,calm
06/03/2026,46204,Indianapolis,IN,1.5,49.3,24.2,12.7,53,moderate
06/03/2026,60601,Chicago,IL,7.4,37.1,19.9,4.9,63,calm
07/03/2026,43215,Columbus,OH,1.6,63.7,21.7,15,51,severe
07/03/2026,46204,Indianapolis,IN,18.5,61.9,18.8,7.7,63,severe
07/03/2026,60601,Chicago,IL,6.5,61.9,17.1,4.4,61,severe
08/03/2026,43215,Columbus,OH,0.6,44.6,14.8,6.9,51,moderate
08/03/2026,46204,Indianapolis,IN,0,38.2,14.1,4.1,3,calm
08/03/2026,60601,Chicago,IL,0,54,15.4,1.1,3,moderate
09/03/2026,43215,Columbus,OH,0,42.5,19.6,4.9,0,moderate
09/03/2026,46204,Indianapolis,IN,0,55.1,20.3,6.2,3,moderate
09/03/2026,60601,Chicago,IL,0,46.4,21,8.7,0,moderate
10/03/2026,43215,Columbus,OH,0.6,39.2,22.5,14.6,51,calm
10/03/2026,46204,Indianapolis,IN,0.7,47.9,23.2,16.9,51,moderate
10/03/2026,60601,Chicago,IL,0.3,36,14.9,3.5,51,calm
11/03/2026,43215,Columbus,OH,13.4,73.8,21.6,3.2,63,severe
11/03/2026,46204,Indianapolis,IN,44.9,70.6,19.7,2.7,65,severe
11/03/2026,60601,Chicago,IL,7.6,57.6,5.2,1.7,73,moderate
12/03/2026,43215,Columbus,OH,0.7,58.3,7.1,0.4,73,moderate
12/03/2026,46204,Indianapolis,IN,0,50.4,8.6,-0.3,3,moderate
12/03/2026,60601,Chicago,IL,0.1,44.6,6.9,-0.6,51,moderate
13/03/2026,43215,Columbus,OH,0.4,101.5,14.2,1.3,73,severe
13/03/2026,46204,Indianapolis,IN,0.4,86.8,13.4,4.9,73,severe
13/03/2026,60601,Chicago,IL,1.6,112,7.8,1.5,71,severe
14/03/2026,43215,Columbus,OH,0,40,7.6,-0.1,3,calm
14/03/2026,46204,Indianapolis,IN,0,39.2,9.1,1.1,3,calm
14/03/2026,60601,Chicago,IL,0.6,40,2.2,-0.4,71,calm
15/03/2026,43215,Columbus,OH,0,65.2,22.8,4.2,3,severe
15/03/2026,46204,Indianapolis,IN,9.9,88.9,21.5,5.6,63,severe
15/03/2026,60601,Chicago,IL,41.6,73.4,16.5,1.2,63,severe
16/03/2026,43215,Columbus,OH,12.7,68,17.6,-3.4,73,severe
16/03/2026,46204,Indianapolis,IN,1.9,64.4,10.5,-5.6,73,severe
16/03/2026,60601,Chicago,IL,5.3,67.7,0.9,-6.3,73,severe
17/03/2026,43215,Columbus,OH,0.7,50.8,-2.9,-6,71,moderate
17/03/2026,46204,Indianapolis,IN,0.6,49.3,-4.2,-7.7,71,moderate
17/03/2026,60601,Chicago,IL,0,47.9,-4.8,-10.1,3,moderate
18/03/2026,43215,Columbus,OH,0.1,34.6,2.7,-8.1,71,calm
18/03/2026,46204,Indianapolis,IN,0.5,34.6,8.4,-5.6,71,calm
18/03/2026,60601,Chicago,IL,0.8,37.4,6.3,-5.2,71,calm
19/03/2026,43215,Columbus,OH,0.8,27.7,16.2,0.2,53,calm
19/03/2026,46204,Indianapolis,IN,0,20.9,19.5,3.2,3,calm
19/03/2026,60601,Chicago,IL,2.3,26.6,10.8,0.4,61,calm
20/03/2026,43215,Columbus,OH,0.3,37.8,19.2,5.9,51,calm
20/03/2026,46204,Indianapolis,IN,0,39.6,23.9,9.8,3,calm
20/03/2026,60601,Chicago,IL,0,38.5,19.1,5.2,3,calm
21/03/2026,43215,Columbus,OH,0,34.6,16.8,4.8,3,calm
21/03/2026,46204,Indianapolis,IN,0,28.4,22.5,7.1,3,calm
21/03/2026,60601,Chicago,IL,0,42.8,20,3.7,3,moderate
22/03/2026,43215,Columbus,OH,6.9,58.3,29.2,6.8,63,moderate
22/03/2026,46204,Indianapolis,IN,15.3,49.7,29.5,9.1,63,moderate
22/03/2026,60601,Chicago,IL,1.8,75.6,18.5,0.3,53,severe
23/03/2026,43215,Columbus,OH,5.7,50.8,6.8,1.5,63,moderate
23/03/2026,46204,Indianapolis,IN,0,50.8,6.7,0.2,3,moderate
23/03/2026,60601,Chicago,IL,0.1,70.2,2.5,-0.7,51,severe
24/03/2026,43215,Columbus,OH,0,28.4,8.4,-2.8,3,calm
24/03/2026,46204,Indianapolis,IN,0,29.2,11.4,-2,3,calm
24/03/2026,60601,Chicago,IL,0,28.4,8.8,-1.5,3,calm
25/03/2026,43215,Columbus,OH,0,28.8,18,2.3,3,calm
25/03/2026,46204,Indianapolis,IN,0,40.7,20.5,4.3,3,moderate
25/03/2026,60601,Chicago,IL,0,43.6,20,3.8,3,moderate
26/03/2026,43215,Columbus,OH,16.5,73.1,25.5,12.4,63,severe
26/03/2026,46204,Indianapolis,IN,5.7,56.9,27.9,12.9,61,moderate
26/03/2026,60601,Chicago,IL,5.5,68,19.8,1.3,63,severe
27/03/2026,43215,Columbus,OH,20.9,52.9,11.7,2,63,moderate
27/03/2026,46204,Indianapolis,IN,16.4,50.4,11.6,2.5,63,moderate
27/03/2026,60601,Chicago,IL,0.1,69.8,3.3,-0.4,71,severe
28/03/2026,43215,Columbus,OH,0,37.8,6.6,-1.4,3,calm
28/03/2026,46204,Indianapolis,IN,0,20.9,8.2,-0.7,3,calm
28/03/2026,60601,Chicago,IL,0,36.7,8,-1.9,3,calm
29/03/2026,43215,Columbus,OH,0.6,37.8,17.1,-0.3,53,calm
29/03/2026,46204,Indianapolis,IN,0.9,35.6,18,2.1,53,calm
29/03/2026,60601,Chicago,IL,0,36.4,16.3,4.2,3,calm
30/03/2026,43215,Columbus,OH,0.9,53.6,22.1,11.6,53,moderate
30/03/2026,46204,Indianapolis,IN,0.3,60.5,23.6,13.4,51,severe
30/03/2026,60601,Chicago,IL,3.2,54.4,27.1,9.9,63,moderate
31/03/2026,43215,Columbus,OH,0.1,67,25.2,16.5,51,severe
31/03/2026,46204,Indianapolis,IN,4,64.8,24.9,17.4,61,severe
31/03/2026,60601,Chicago,IL,5.9,60.1,20.7,4,61,severe
