weather_date,zip_code,city,state,precipitation_mm,max_wind_kmh,max_temp_c,min_temp_c,weather_code,severity
02/09/2025,60601,Chicago,IL,0.1,28.1,24.5,16.5,51,calm
03/09/2025,43215,Columbus,OH,0,37.1,27.1,14.2,1,calm
03/09/2025,46204,Indianapolis,IN,5.4,40.3,28.2,16.1,63,moderate
03/09/2025,60601,Chicago,IL,13.7,41.8,20.4,15.5,63,moderate
04/09/2025,43215,Columbus,OH,2,41.4,22.3,14.7,53,moderate
04/09/2025,46204,Indianapolis,IN,5.3,30.2,19.8,13.7,63,calm
04/09/2025,60601,Chicago,IL,0,36.4,18.7,10.7,3,calm
05/09/2025,43215,Columbus,OH,0,53.3,26.4,11.9,3,moderate
05/09/2025,46204,Indianapolis,IN,0,40,23.2,13.4,3,calm
05/09/2025,60601,Chicago,IL,0,53.6,18.6,13.6,3,moderate
06/09/2025,43215,Columbus,OH,0,37.1,20.8,14.4,3,calm
06/09/2025,46204,Indianapolis,IN,0,42.5,19.9,13.9,3,moderate
06/09/2025,60601,Chicago,IL,0,46.1,18.2,10.4,3,moderate
07/09/2025,43215,Columbus,OH,0,25.6,20.7,10.4,3,calm
07/09/2025,46204,Indianapolis,IN,0,31,20.2,11.8,3,calm
07/09/2025,60601,Chicago,IL,0,24.8,19,9.9,2,calm
08/09/2025,43215,Columbus,OH,0,18.7,22,10.1,0,calm
08/09/2025,46204,Indianapolis,IN,0,19.1,21.9,10,0,calm
08/09/2025,60601,Chicago,IL,0,24.5,21,10.6,0,calm
09/09/2025,43215,Columbus,OH,0,19.8,23.8,10.9,3,calm
09/09/2025,46204,Indianapolis,IN,0,25.9,24.5,12.1,3,calm
09/09/2025,60601,Chicago,IL,0,27,23.4,12.1,3,calm
10/09/2025,43215,Columbus,OH,0,17.3,25.7,12.4,3,calm
10/09/2025,46204,Indianapolis,IN,0,16.2,27.4,14.1,3,calm
10/09/2025,60601,Chicago,IL,0,25.6,26.5,15.7,3,calm
11/09/2025,43215,Columbus,OH,0,29.2,27.6,14.3,0,calm
11/09/2025,46204,Indianapolis,IN,0,28.4,29.5,16,1,calm
11/09/2025,60601,Chicago,IL,0,31.3,23.3,17.4,0,calm
12/09/2025,43215,Columbus,OH,0,19.8,27.6,14.4,0,calm
12/09/2025,46204,Indianapolis,IN,0,22,29.6,16.6,3,calm
12/09/2025,60601,Chicago,IL,0,29.2,28,16.5,3,calm
13/09/2025,43215,Columbus,OH,0,23,28.1,15.2,3,calm
13/09/2025,46204,Indianapolis,IN,8.3,36,30.7,17.4,63,calm
13/09/2025,60601,Chicago,IL,7.5,31,26.2,18,63,calm
14/09/2025,43215,Columbus,OH,0,22.3,29.9,16.9,0,calm
14/09/2025,46204,Indianapolis,IN,8.2,36.4,31,18.5,63,calm
14/09/2025,60601,Chicago,IL,0,28.1,25,18.5,0,calm
15/09/2025,43215,Columbus,OH,0,25.6,31.3,18,3,calm
15/09/2025,46204,Indianapolis,IN,0,27,30.4,18.4,1,calm
15/09/2025,60601,Chicago,IL,0,29.2,24.3,18.1,0,calm
16/09/2025,43215,Columbus,OH,0,19.1,30,17.8,3,calm
16/09/2025,46204,Indianapolis,IN,0,24.5,29,17.3,3,calm
16/09/2025,60601,Chicago,IL,0,27.7,25.4,17.4,3,calm
17/09/2025,43215,Columbus,OH,0,24.8,30,18,3,calm
17/09/2025,46204,Indianapolis,IN,0,18,29.7,17,0,calm
17/09/2025,60601,Chicago,IL,0,27.4,25.4,17.2,3,calm
18/09/2025,43215,Columbus,OH,0,21.2,30.1,16.8,0,calm
18/09/2025,46204,Indianapolis,IN,0,20.2,30,17.1,0,calm
18/09/2025,60601,Chicago,IL,0,32.8,27.6,17,3,calm
19/09/2025,43215,Columbus,OH,0,25.2,31.2,17,1,calm
19/09/2025,46204,Indianapolis,IN,0,24.5,30.8,18,3,calm
19/09/2025,60601,Chicago,IL,0,33.5,28.3,18.6,3,calm
20/09/2025,43215,Columbus,OH,0,30.6,30.6,18.8,3,calm
20/09/2025,46204,Indianapolis,IN,0,27,31.4,19.4,3,calm
20/09/2025,60601,Chicago,IL,5.5,33.5,25.8,19.1,61,calm
21/09/2025,43215,Columbus,OH,2.4,45.4,30,19.6,61,moderate
21/09/2025,46204,Indianapolis,IN,4.6,40.7,28.9,19.9,61,moderate
21/09/2025,60601,Chicago,IL,4.5,36.7,25.3,19.2,61,calm
22/09/2025,43215,Columbus,OH,7,29.9,25.8,18.9,61,calm
22/09/2025,46204,Indianapolis,IN,12.6,31.3,21.7,17.6,61,moderate
22/09/2025,60601,Chicago,IL,0.4,31,24.6,18.6,51,calm
23/09/2025,43215,Columbus,OH,1,28.1,25,18.8,51,calm
23/09/2025,46204,Indianapolis,IN,15.4,24.1,25.1,17.1,63,moderate
23/09/2025,60601,Chicago,IL,6.2,36.4,23.4,17.5,61,calm
24/09/2025,43215,Columbus,OH,6.2,21.2,24.4,18.6,61,calm
24/09/2025,46204,Indianapolis,IN,9.8,25.9,24.7,18.8,63,calm
24/09/2025,60601,Chicago,IL,0.2,44.6,19.5,16.8,51,moderate
25/09/2025,43215,Columbus,OH,12,25.9,23,17.2,63,moderate
25/09/2025,46204,Indianapolis,IN,7.5,30.6,23,15.9,63,calm
25/09/2025,60601,Chicago,IL,0.4,33.5,20.3,15.4,51,calm
26/09/2025,43215,Columbus,OH,0,13.3,24.1,14.4,2,calm
26/09/2025,46204,Indianapolis,IN,0,17.3,23.8,14.1,0,calm
26/09/2025,60601,Chicago,IL,0,26.3,26,14.3,0,calm
27/09/2025,43215,Columbus,OH,0,13.3,25.6,14.7,1,calm
27/09/2025,46204,Indianapolis,IN,0,14.8,26.6,14.8,0,calm
27/09/2025,60601,Chicago,IL,0,34.2,29.7,17.4,2,calm
28/09/2025,43215,Columbus,OH,0,13.3,28.4,15.8,1,calm
28/09/2025,46204,Indianapolis,IN,0,14,28.8,16.4,0,calm
28/09/2025,60601,Chicago,IL,0,30.6,23,19.2,0,calm
29/09/2025,43215,Columbus,OH,0,24.8,27.5,16,1,calm
29/09/2025,46204,Indianapolis,IN,0,23,30,16.1,2,calm
29/09/2025,60601,Chicago,IL,0,29.9,26.3,17.2,0,calm
30/09/2025,43215,Columbus,OH,0,27.4,27.2,14.9,0,calm
30/09/2025,46204,Indianapolis,IN,0,31,28.8,16,0,calm
30/09/2025,60601,Chicago,IL,0,31.3,24.8,18.6,3,calm
01/10/2025,43215,Columbus,OH,0,23.4,25.1,13.8,3,calm
01/10/2025,46204,Indianapolis,IN,0,26.6,28.3,14.2,3,calm
01/10/2025,60601,Chicago,IL,0,34.2,22.4,16.8,3,calm
02/10/2025,43215,Columbus,OH,0,14,24.5,11.2,3,calm
02/10/2025,46204,Indianapolis,IN,0,23.4,29,13.6,3,calm
02/10/2025,60601,Chicago,IL,0,30.6,25.4,14.9,3,calm
03/10/2025,43215,Columbus,OH,0,18.4,26.4,12.6,3,calm
03/10/2025,46204,Indianapolis,IN,0,22.7,29.2,15.4,3,calm
03/10/2025,60601,Chicago,IL,0,23.8,30.5,17.4,1,calm
04/10/2025,43215,Columbus,OH,0,18.4,26.7,13.1,3,calm
04/10/2025,46204,Indianapolis,IN,0,25.9,28.3,17,1,calm
04/10/2025,60601,Chicago,IL,0,40.3,29.7,18.7,1,moderate
05/10/2025,43215,Columbus,OH,0,20.2,26.6,12.6,1,calm
05/10/2025,46204,Indianapolis,IN,0,38.2,27.9,15.3,1,calm
05/10/2025,60601,Chicago,IL,0,46.8,28.9,17.8,3,moderate
06/10/2025,43215,Columbus,OH,0.1,27.7,25.2,13.2,51,calm
06/10/2025,46204,Indianapolis,IN,1.5,39.2,25.1,17.1,51,calm
06/10/2025,60601,Chicago,IL,6.2,36.4,28.3,18.6,63,calm
07/10/2025,43215,Columbus,OH,52.6,48.6,20.6,15.6,65,severe
07/10/2025,46204,Indianapolis,IN,13.5,38.2,24.8,13.9,63,moderate
07/10/2025,60601,Chicago,IL,14.5,47.2,19.1,13.6,63,moderate
08/10/2025,43215,Columbus,OH,0.1,39.6,19.1,10.9,51,calm
08/10/2025,46204,Indianapolis,IN,0,28.1,20.2,9.8,2,calm
08/10/2025,60601,Chicago,IL,0.1,35.3,16.2,12.4,51,calm
09/10/2025,43215,Columbus,OH,0,24.5,16.5,6.8,0,calm
09/10/2025,46204,Indianapolis,IN,0,25.6,18,7.1,0,calm
09/10/2025,60601,Chicago,IL,0,26.6,15.7,8.9,0,calm
10/10/2025,43215,Columbus,OH,0,23.4,19.3,5.7,3,calm
10/10/2025,46204,Indianapolis,IN,0,19.4,18.8,5.5,3,calm
10/10/2025,60601,Chicago,IL,0,38.5,19.6,8.9,3,calm
11/10/2025,43215,Columbus,OH,0,24.8,20.5,8.9,3,calm
11/10/2025,46204,Indianapolis,IN,0,23.4,22.5,11.6,3,calm
11/10/2025,60601,Chicago,IL,0.1,37.4,17.2,13.8,51,calm
12/10/2025,43215,Columbus,OH,0,24.1,21.2,8.3,2,calm
12/10/2025,46204,Indianapolis,IN,0,23.8,21.8,8.6,0,calm
12/10/2025,60601,Chicago,IL,0,29.2,18,10.4,3,calm
13/10/2025,43215,Columbus,OH,0,27.7,22.9,11.1,3,calm
13/10/2025,46204,Indianapolis,IN,0,19.1,24.4,9.2,3,calm
13/10/2025,60601,Chicago,IL,0,22.7,19.2,12.2,3,calm
14/10/2025,43215,Columbus,OH,0,31.7,22,10.6,3,calm
14/10/2025,46204,Indianapolis,IN,0,24.1,25.4,12.6,3,calm
14/10/2025,60601,Chicago,IL,0,37.8,19.3,14.7,3,calm
15/10/2025,43215,Columbus,OH,0,28.4,17.3,11,3,calm
15/10/2025,46204,Indianapolis,IN,0,20.5,21.1,13.1,3,calm
15/10/2025,60601,Chicago,IL,4.2,31,15.4,13.4,61,calm
16/10/2025,43215,Columbus,OH,0,20.5,17.5,7.8,0,calm
16/10/2025,46204,Indianapolis,IN,0,27,20.8,12.1,3,calm
16/10/2025,60601,Chicago,IL,0,27,17.9,12.7,3,calm
17/10/2025,43215,Columbus,OH,0,21.2,18.6,5.3,3,calm
17/10/2025,46204,Indianapolis,IN,0,32.4,22.9,9.7,3,calm
17/10/2025,60601,Chicago,IL,0,38.2,23,12.8,3,calm
18/10/2025,43215,Columbus,OH,0.3,41.8,26.4,10.5,51,moderate
18/10/2025,46204,Indianapolis,IN,9.7,51.8,27.4,15.1,63,moderate
18/10/2025,60601,Chicago,IL,11.6,44.3,23.4,16.4,63,moderate
19/10/2025,43215,Columbus,OH,32.9,61.2,21.3,9.4,63,severe
19/10/2025,46204,Indianapolis,IN,23.9,58.7,18.2,9.4,65,moderate
19/10/2025,60601,Chicago,IL,16.1,58.7,16.3,9.6,63,moderate
20/10/2025,43215,Columbus,OH,0,34.9,15.9,6.5,3,calm
20/10/2025,46204,Indianapolis,IN,0,39.6,17.5,4.9,0,calm
20/10/2025,60601,Chicago,IL,0.2,45,17.3,5.6,51,moderate
21/10/2025,43215,Columbus,OH,3.3,40,16.8,8.2,61,calm
21/10/2025,46204,Indianapolis,IN,0.7,63,17.2,9.5,51,severe
21/10/2025,60601,Chicago,IL,2.4,66.6,12.8,8,55,severe
22/10/2025,43215,Columbus,OH,0,53.6,9.6,7.5,3,moderate
22/10/2025,46204,Indianapolis,IN,0,55.8,11.1,5.8,3,moderate
22/10/2025,60601,Chicago,IL,0.1,63,9.9,7.4,51,severe
23/10/2025,43215,Columbus,OH,0.1,40.7,11.3,4.7,51,moderate
23/10/2025,46204,Indianapolis,IN,0,40.3,12.2,2.9,1,moderate
23/10/2025,60601,Chicago,IL,0,41.8,10.6,4.3,3,moderate
24/10/2025,43215,Columbus,OH,0,27.4,13.4,2.2,3,calm
24/10/2025,46204,Indianapolis,IN,0,17.6,12.2,1,3,calm
24/10/2025,60601,Chicago,IL,0,20.2,9.6,2.5,3,calm
25/10/2025,43215,Columbus,OH,0,11.9,12,1.8,3,calm
25/10/2025,46204,Indianapolis,IN,0,19.8,13.4,3.8,3,calm
25/10/2025,60601,Chicago,IL,0,27,11.4,3.2,3,calm
26/10/2025,43215,Columbus,OH,0,24.8,14.4,4.4,3,calm
26/10/2025,46204,Indianapolis,IN,0,38.5,16.3,7.7,3,calm
26/10/2025,60601,Chicago,IL,0,38.2,12.8,8.2,0,calm
27/10/2025,43215,Columbus,OH,0,31.3,15.4,4.1,3,calm
27/10/2025,46204,Indianapolis,IN,0,35.6,16.9,6.2,3,calm
27/10/2025,60601,Chicago,IL,0,41,12.6,7.8,3,moderate
28/10/2025,43215,Columbus,OH,0,33.8,14.1,6.2,3,calm
28/10/2025,46204,Indianapolis,IN,0.2,37.4,15.2,9.4,51,calm
28/10/2025,60601,Chicago,IL,0,46.4,13.2,8.3,3,moderate
29/10/2025,43215,Columbus,OH,9.8,39.2,9.4,5.3,63,calm
29/10/2025,46204,Indianapolis,IN,7.5,55.1,11.1,8.2,61,moderate
29/10/2025,60601,Chicago,IL,0,59,11.8,8.9,3,moderate
30/10/2025,43215,Columbus,OH,13,54.7,9.6,6.3,61,moderate
30/10/2025,46204,Indianapolis,IN,6.3,50,13.9,6.2,61,moderate
30/10/2025,60601,Chicago,IL,0,41.8,11.4,6.8,2,moderate
31/10/2025,43215,Columbus,OH,0.2,47.5,12.1,4.3,51,moderate
31/10/2025,46204,Indianapolis,IN,0,39.6,12.8,4.6,3,calm
31/10/2025,60601,Chicago,IL,0.8,37.4,11.4,5.2,53,calm
01/11/2025,43215,Columbus,OH,0,19.8,13.7,3.6,3,calm
01/11/2025,46204,Indianapolis,IN,0,32.4,11.4,4.3,3,calm
01/11/2025,60601,Chicago,IL,0.2,26.3,9.6,4.2,51,calm
02/11/2025,43215,Columbus,OH,0,15.1,12,3.2,3,calm
02/11/2025,46204,Indianapolis,IN,0.2,18.7,11.1,3,51,calm
02/11/2025,60601,Chicago,IL,1.8,40,11.1,5.3,53,calm
03/11/2025,43215,Columbus,OH,0,44.6,13.4,3.8,3,moderate
03/11/2025,46204,Indianapolis,IN,0,37.8,14.9,3,3,calm
03/11/2025,60601,Chicago,IL,0.8,42.8,14.8,5.2,53,moderate
04/11/2025,43215,Columbus,OH,0,25.9,15.4,2,3,calm
04/11/2025,46204,Indianapolis,IN,0,34.9,17.1,2.5,3,calm
04/11/2025,60601,Chicago,IL,0,35.6,15.4,4.1,3,calm
05/11/2025,43215,Columbus,OH,0,59.4,18.3,5.8,3,moderate
05/11/2025,46204,Indianapolis,IN,0,51.1,20.1,7.7,3,moderate
05/11/2025,60601,Chicago,IL,0,45.4,15.2,7.9,3,moderate
06/11/2025,43215,Columbus,OH,0,31,12.6,1.5,3,calm
06/11/2025,46204,Indianapolis,IN,0,31,14.9,1.8,3,calm
06/11/2025,60601,Chicago,IL,0,45.7,13.7,1.4,3,moderate
07/11/2025,43215,Columbus,OH,2.2,47.9,15,4.7,61,moderate
07/11/2025,46204,Indianapolis,IN,2.6,51.8,19.4,8.6,61,moderate
07/11/2025,60601,Chicago,IL,5.4,49,16.6,9.1,63,moderate
08/11/2025,43215,Columbus,OH,0,19.1,14.8,5.4,3,calm
08/11/2025,46204,Indianapolis,IN,1.3,26.6,13.4,5.2,55,calm
08/11/2025,60601,Chicago,IL,10,37.4,9.7,4.3,61,calm
09/11/2025,43215,Columbus,OH,19.4,44.3,8.9,1.1,73,moderate
09/11/2025,46204,Indianapolis,IN,6.6,53.6,7.9,-1.9,73,moderate
09/11/2025,60601,Chicago,IL,11.2,60.1,4.9,-2.2,73,severe
10/11/2025,43215,Columbus,OH,2.4,38.2,0.9,-4.6,73,calm
10/11/2025,46204,Indianapolis,IN,3.6,39.6,-0.9,-4.1,73,calm
10/11/2025,60601,Chicago,IL,4.9,72.4,0.6,-3,73,severe
11/11/2025,43215,Columbus,OH,1.4,38.9,1.8,-4.6,75,calm
11/11/2025,46204,Indianapolis,IN,0,47.5,3.3,-5.6,3,moderate
11/11/2025,60601,Chicago,IL,0,50.4,3.2,-4.2,3,moderate
12/11/2025,43215,Columbus,OH,0,46.4,10.1,1.8,3,moderate
12/11/2025,46204,Indianapolis,IN,0,42.8,12,2,3,moderate
12/11/2025,60601,Chicago,IL,0,37.1,11.1,3.1,3,calm
13/11/2025,43215,Columbus,OH,0,30.2,11.8,2,3,calm
13/11/2025,46204,Indianapolis,IN,0,22.3,12.9,2.3,3,calm
13/11/2025,60601,Chicago,IL,0,31,10.9,1.9,3,calm
14/11/2025,43215,Columbus,OH,0,24.8,14.5,1.2,3,calm
14/11/2025,46204,Indianapolis,IN,0,30.2,19.5,4.7,3,calm
14/11/2025,60601,Chicago,IL,0,30.6,17.2,5.2,3,calm
15/11/2025,43215,Columbus,OH,3.2,61.2,18.5,9.9,61,severe
15/11/2025,46204,Indianapolis,IN,0.8,59.4,21.4,14.4,53,moderate
15/11/2025,60601,Chicago,IL,0,51.1,19.8,11.3,3,moderate
16/11/2025,43215,Columbus,OH,0,50,14.1,2.7,3,moderate
16/11/2025,46204,Indianapolis,IN,0,38.5,13.4,4.4,1,calm
16/11/2025,60601,Chicago,IL,0,45.7,10.7,3,0,moderate
17/11/2025,43215,Columbus,OH,0,29.9,8,-1.6,1,calm
17/11/2025,46204,Indianapolis,IN,0,20.2,10.2,-0.8,3,calm
17/11/2025,60601,Chicago,IL,0,26.3,7.6,0.4,3,calm
18/11/2025,43215,Columbus,OH,11.5,34.2,5.2,-0.3,63,moderate
18/11/2025,46204,Indianapolis,IN,14,35.3,8.6,4.2,63,moderate
18/11/2025,60601,Chicago,IL,12.3,39.2,5.9,4.2,75,moderate
19/11/2025,43215,Columbus,OH,0,20.5,9.5,2.5,3,calm
19/11/2025,46204,Indianapolis,IN,0.4,21.2,7,4.6,51,calm
19/11/2025,60601,Chicago,IL,0.1,28.4,7.2,5.8,51,calm
20/11/2025,43215,Columbus,OH,0.3,20.2,8.1,3.3,51,calm
20/11/2025,46204,Indianapolis,IN,0.2,28.1,9.1,5.9,51,calm
20/11/2025,60601,Chicago,IL,0,30.6,8.9,5.6,3,calm
21/11/2025,43215,Columbus,OH,3.2,16.6,9.2,5.3,53,calm
21/11/2025,46204,Indianapolis,IN,11.4,29.2,9.9,7.4,63,moderate
21/11/2025,60601,Chicago,IL,0.4,22.7,8.2,5.3,51,calm
22/11/2025,43215,Columbus,OH,1.6,27.4,9.2,3,53,calm
22/11/2025,46204,Indianapolis,IN,0.4,29.5,9.7,4.3,51,calm
22/11/2025,60601,Chicago,IL,0,41,8.6,2,3,moderate
23/11/2025,43215,Columbus,OH,0,25.9,12.4,4,3,calm
23/11/2025,46204,Indianapolis,IN,0,24.8,11.6,3.7,0,calm
23/11/2025,60601,Chicago,IL,0,33.1,11.4,4,2,calm
24/11/2025,43215,Columbus,OH,0,18.4,11.2,-1.5,3,calm
24/11/2025,46204,Indianapolis,IN,0,29.5,10.9,0.8,3,calm
24/11/2025,60601,Chicago,IL,0.9,31,9.8,2.5,53,calm
25/11/2025,43215,Columbus,OH,16.8,42.5,13.1,7.8,63,moderate
25/11/2025,46204,Indianapolis,IN,6.8,30.6,13.1,9.8,61,calm
25/11/2025,60601,Chicago,IL,6.3,36.7,11.3,7.9,63,calm
26/11/2025,43215,Columbus,OH,0.8,69.5,12.3,1.9,71,severe
26/11/2025,46204,Indianapolis,IN,0.7,76,11.2,0.1,71,severe
26/11/2025,60601,Chicago,IL,0.1,89.6,7.7,-0.6,51,severe
27/11/2025,43215,Columbus,OH,0.1,47.2,0.8,-1.5,71,moderate
27/11/2025,46204,Indianapolis,IN,0,48.2,0.3,-2.6,3,moderate
27/11/2025,60601,Chicago,IL,0.2,65.5,0.4,-2.2,71,severe
28/11/2025,43215,Columbus,OH,0.1,44.6,1.1,-3.2,71,moderate
28/11/2025,46204,Indianapolis,IN,0,32.4,0.2,-5.1,3,calm
28/11/2025,60601,Chicago,IL,0,52.6,-0.2,-4.6,3,moderate
29/11/2025,43215,Columbus,OH,1.1,29.5,1.6,-4.9,73,calm
29/11/2025,46204,Indianapolis,IN,5.2,56.9,1.8,-4.8,75,moderate
29/11/2025,60601,Chicago,IL,16.3,50.8,-0.5,-2.9,75,moderate
30/11/2025,43215,Columbus,OH,1.6,53.3,4.7,-2.3,53,moderate
30/11/2025,46204,Indianapolis,IN,1.9,54.7,3,-4.4,53,moderate
30/11/2025,60601,Chicago,IL,2.8,50.8,0.8,-5.7,73,moderate
01/12/2025,43215,Columbus,OH,0.9,27.7,0.1,-4.1,73,calm
01/12/2025,46204,Indianapolis,IN,3.5,27.4,-0.1,-6.9,73,calm
01/12/2025,60601,Chicago,IL,3.3,24.5,-2.5,-8.4,73,calm
02/12/2025,43215,Columbus,OH,7.7,26.6,-0.9,-4.1,75,calm
02/12/2025,46204,Indianapolis,IN,2.2,24.8,-1.9,-6.2,73,calm
02/12/2025,60601,Chicago,IL,0.7,33.8,-3.8,-9.1,73,calm
03/12/2025,43215,Columbus,OH,0,33.8,-2.2,-4.8,3,calm
03/12/2025,46204,Indianapolis,IN,0,33.5,-2.2,-7.3,3,calm
03/12/2025,60601,Chicago,IL,1.2,42.5,-1.2,-6,71,moderate
04/12/2025,43215,Columbus,OH,0,31.3,-1.6,-11.1,3,calm
04/12/2025,46204,Indianapolis,IN,0,33.5,-1.5,-10.1,3,calm
04/12/2025,60601,Chicago,IL,0,38.5,-6.2,-12.8,3,calm
05/12/2025,43215,Columbus,OH,0,15.8,-2.6,-11.6,3,calm
05/12/2025,46204,Indianapolis,IN,0,25.9,-1.1,-11.4,3,calm
05/12/2025,60601,Chicago,IL,0,43.2,-3.8,-13.3,3,moderate
06/12/2025,43215,Columbus,OH,0,29.5,0.7,-6.8,3,calm
06/12/2025,46204,Indianapolis,IN,0,27.7,1.4,-3.8,3,calm
06/12/2025,60601,Chicago,IL,0,33.5,-0.6,-4,3,calm
07/12/2025,43215,Columbus,OH,0,34.9,2.2,-1,3,calm
07/12/2025,46204,Indianapolis,IN,0.2,37.4,2,-3.5,51,calm
07/12/2025,60601,Chicago,IL,9.3,50,0.9,-5.1,75,moderate
08/12/2025,43215,Columbus,OH,0,36,-0.9,-6.9,3,calm
08/12/2025,46204,Indianapolis,IN,0,33.8,-1,-6.9,3,calm
08/12/2025,60601,Chicago,IL,0,32.8,-2.7,-8.2,3,calm
09/12/2025,43215,Columbus,OH,0.1,55.4,3.9,-8.6,51,moderate
09/12/2025,46204,Indianapolis,IN,0.6,47.5,5.2,-5.3,51,moderate
09/12/2025,60601,Chicago,IL,3.3,45.4,2.7,-8.3,73,moderate
10/12/2025,43215,Columbus,OH,6.8,55.1,5.3,-0.8,73,moderate
10/12/2025,46204,Indianapolis,IN,7,65.2,5.3,-1.5,73,severe
10/12/2025,60601,Chicago,IL,3.2,55.8,3.8,-3.2,73,moderate
11/12/2025,43215,Columbus,OH,0.1,40.3,-0.1,-3.1,71,moderate
11/12/2025,46204,Indianapolis,IN,1.2,34.2,-0.8,-2.7,73,calm
11/12/2025,60601,Chicago,IL,0,27.7,-3,-5.9,3,calm
12/12/2025,43215,Columbus,OH,0,21.2,1,-2.9,3,calm
12/12/2025,46204,Indianapolis,IN,1.9,16.6,0.2,-3.3,73,calm
12/12/2025,60601,Chicago,IL,0,34.6,-1.3,-5.2,3,calm
13/12/2025,43215,Columbus,OH,8.6,33.8,1,-7.1,75,calm
13/12/2025,46204,Indianapolis,IN,9,28.8,-1.5,-12.5,75,calm
13/12/2025,60601,Chicago,IL,1.1,46.1,-3.4,-15.4,71,extreme_cold
14/12/2025,43215,Columbus,OH,0,39.2,-7.6,-15.8,3,extreme_cold
14/12/2025,46204,Indianapolis,IN,0,31.3,-13.9,-19.1,3,extreme_cold
14/12/2025,60601,Chicago,IL,0,44.6,-13.3,-18.8,3,extreme_cold
15/12/2025,43215,Columbus,OH,0,25.6,-7.2,-18.7,3,extreme_cold
15/12/2025,46204,Indianapolis,IN,0,28.1,-5.2,-20,3,extreme_cold
15/12/2025,60601,Chicago,IL,0,43.6,-6.4,-17.3,3,extreme_cold
16/12/2025,43215,Columbus,OH,0,31,1,-12.6,3,calm
16/12/2025,46204,Indianapolis,IN,0,35.6,2.8,-7.7,3,calm
16/12/2025,60601,Chicago,IL,0,47.2,2.5,-10.4,3,moderate
17/12/2025,43215,Columbus,OH,0,33.8,5.3,-0.8,3,calm
17/12/2025,46204,Indianapolis,IN,0.2,39.2,5,1.9,51,calm
17/12/2025,60601,Chicago,IL,0.6,43.6,3.3,0.1,53,moderate
18/12/2025,43215,Columbus,OH,11.5,68.4,11.9,-0.4,63,severe
18/12/2025,46204,Indianapolis,IN,14.8,61.9,12.2,3.3,65,severe
18/12/2025,60601,Chicago,IL,6.9,71.6,10.1,-4.4,63,severe
19/12/2025,43215,Columbus,OH,15.8,64.1,7.4,-6.7,71,severe
19/12/2025,46204,Indianapolis,IN,1.3,63.4,3.5,-6.2,71,severe
19/12/2025,60601,Chicago,IL,0.1,64.4,-5.7,-11.2,71,severe
20/12/2025,43215,Columbus,OH,0,35.6,8.1,-6.7,3,calm
20/12/2025,46204,Indianapolis,IN,0,43.2,8.4,-4.4,3,moderate
20/12/2025,60601,Chicago,IL,0,52.9,4.6,-5.3,3,moderate
21/12/2025,43215,Columbus,OH,0,31,3.4,-2.7,3,calm
21/12/2025,46204,Indianapolis,IN,0,33.1,2.2,-3.2,3,calm
21/12/2025,60601,Chicago,IL,0,51.5,-0.3,-7.2,3,moderate
22/12/2025,43215,Columbus,OH,0.1,27.7,3.6,-5.6,51,calm
22/12/2025,46204,Indianapolis,IN,0.3,30.2,7.5,-2.8,51,calm
22/12/2025,60601,Chicago,IL,0.1,35.3,5.8,-1.1,51,calm
23/12/2025,43215,Columbus,OH,1.2,32.8,12.9,3.7,53,calm
23/12/2025,46204,Indianapolis,IN,0.4,36.7,14.4,5.2,51,calm
23/12/2025,60601,Chicago,IL,0,25.6,9.9,2.8,3,calm
24/12/2025,43215,Columbus,OH,0,19.8,6.9,-0.6,3,calm
24/12/2025,46204,Indianapolis,IN,0.5,27,10.7,0.9,51,calm
24/12/2025,60601,Chicago,IL,0.3,22.7,6.1,1.7,51,calm
25/12/2025,43215,Columbus,OH,5,27.7,9.4,1.3,63,calm
25/12/2025,46204,Indianapolis,IN,1.2,31.7,12.5,6.9,51,calm
25/12/2025,60601,Chicago,IL,0.2,40.3,5.4,3.1,51,moderate
26/12/2025,43215,Columbus,OH,3.6,42.5,14.8,0.9,55,moderate
26/12/2025,46204,Indianapolis,IN,1.7,44.3,17.2,6.9,51,moderate
26/12/2025,60601,Chicago,IL,2.1,41,8.8,3.5,53,moderate
27/12/2025,43215,Columbus,OH,0.2,28.1,7.6,3.8,51,calm
27/12/2025,46204,Indianapolis,IN,0.2,31.7,11.7,6.8,51,calm
27/12/2025,60601,Chicago,IL,0.1,32.8,5.8,3.1,51,calm
28/12/2025,43215,Columbus,OH,4.9,63.4,18.6,3.8,61,severe
28/12/2025,46204,Indianapolis,IN,20,71.6,18.9,4.8,65,severe
28/12/2025,60601,Chicago,IL,41.2,71.3,11.4,-1.1,71,severe
29/12/2025,43215,Columbus,OH,9.9,70.6,15.8,-6.8,71,severe
29/12/2025,46204,Indianapolis,IN,0.1,68.8,2.3,-9.2,71,severe
29/12/2025,60601,Chicago,IL,2.2,86.4,-3.1,-8.2,73,severe
30/12/2025,43215,Columbus,OH,0.3,44.6,-4.9,-6.6,71,moderate
30/12/2025,46204,Indianapolis,IN,0.4,39.6,-2.8,-9.9,71,calm
30/12/2025,60601,Chicago,IL,2.4,43.6,-4.2,-11.4,73,moderate
31/12/2025,43215,Columbus,OH,1.8,45.7,0.9,-5.2,73,moderate
31/12/2025,46204,Indianapolis,IN,0.9,43.2,1.3,-2.6,71,moderate
31/12/2025,60601,Chicago,IL,2.4,46.8,1.2,-5.8,73,moderate
